old_keyword,new_keyword,id
virgin olive oil,virgin olive oil,11297
virginia,virginia,11298
virtual reality,virtual reality,11299
virtual screening,virtual screening,11300
virtual supermarket,virtual supermarket,11301
visceral,visceral,11302
visceral abdominal fat,visceral abdominal fat,11303
visceral adipocyte,visceral adipocyte,11304
visceral adipose tissue,visceral adipose tissue,11305
visceral adiposity,visceral adiposity,11306
visceral adiposity index,visceral adiposity index,11307
visceral fat,visceral fat,11308
visceral fat accumulation,visceral fat accumulation,11309
visceral fat area,visceral fat area,11310
visceral fat removal,visceral fat removal,11311
visceral fat thickness,visceral fat thickness,11312
visceral obesity,visceral obesity,11313
visceral white adipose tissue,visceral white adipose tissue,11314
viscosity,viscosity,11315
viscous,viscous,11316
visfatin,visfatin,11317
visual analogue scale,visual analogue scale,11318
visual analogue scales,visual analogue scale,11318
visual imagery,visual imagery,11319
visual memory,visual memory,11320
visual methods,visual method,11321
visual perception,visual perception,11322
visual probe task,visual probe task,11323
visually-impaired,visually-impaired,11324
visual-motor integration,visual-motor integration,11325
vitaceae,vitaceae,11326
vitality,vitality,11327
vitality message,vitality message,11328
vitamin,vitamin,11329
vitamin a,vitamin a,11330
vitamin a deficiency,vitamin a deficiency,11331
vitamin b1,vitamin b1,11332
vitamin b12,vitamin b12,11333
vitamin b12 deficiency,vitamin b12 deficiency,11334
vitamin c,vitamin c,11335
vitamin-c,vitamin c,11335
vitamin d,vitamin d,11336
vitamin d deficiency,vitamin d deficiency,11337
vitamin d intake,vitamin d intake,11338
vitamin d receptor,vitamin d receptor,11339
vdr gene,vitamin d receptor,11339
vitamin d status,vitamin d status,11340
vitamin d supplementation,vitamin d supplementation,11341
vitamin deficiencies,vitamin deficiency,11342
vitamin deficiency,vitamin deficiency,11342
vitamin e,vitamin e,11343
vitamin k,vitamin k,11344
vitamin k2,vitamin k2,11345
vitamin replacement,vitamin replacement,11346
vitamins,vitamins,11347
vitis thunbergii var taiwaniana,vitis thunbergii var taiwaniana,11348
-vitisin a,vitisin a,11349
-vitisin b,vitisin b,11350
vo 2max,vo2 max,11351
vo 2peak,vo2 max,11351
vo2 max,vo2 max,11351
vo2peak,vo2 max,11351
voglibose,voglibose,11352
voice,voice,11353
volatile organic compounds,volatile organic compound,11354
volition,volition,11355
volleyball,volleyball,11356
volume,volume,11357
volumetric assessment,volumetric assessment,11358
voluntary activity,voluntary activity,11359
voluntary exercise,voluntary exercise,11360
voluntary running,voluntary running,11361
voluntary wheel running,voluntary wheel running,11362
volunteers,volunteer,11363
volvulus,volvulus,11364
vomiting,vomiting,11365
voxel-based morphometry,voxel-based morphometry,11366
vsterbotten intervention program,vsterbotten intervention program,11367
vulnerable populations,vulnerable populations,11368
vulva,vulva,11369
vwf,vw,11370
wages,wages,11371
waist,waist,11372
waist circumference,waist circumference,11373
wc,waist circumference,11373
waist circumference change,waist circumference change,11374
waist girth,waist girth,11375
waist-hip-height ratio,waist hip height ratio,11376
waist hip ratio,waist hip ratio,11377
waist to height ratio,waist to height ratio,11378
waist-to-height ratio,waist to height ratio,11378
waist-height ratio,waist to height ratio,11378
waist/height ratio,waist to height ratio,11378
waist/hip ratio,waist to hip ratio,11379
waist-hip ratio,waist to hip ratio,11379
whr,waist to hip ratio,11379
waist-hip-ratio,waist to hip ratio,11379
waist-to-hip ratio,waist to hip ratio,11379
waist to hip ratio,waist to hip ratio,11379
waist-to-statue ratio,waist to statue ratio,11380
waisthip ratio,waisthip ratio,11381
waking,waking,11382
walkability,walkability,11383
walking,walking,11384
walking cadence,walking cadence,11385
walking prescription,walking prescription,11386
walking school bus,walking school bus,11387
walking test,walking test,11388
walking to school,walking to school,11389
wanting,wanting,11390
warfarin,warfarin,11391
warning signs,warning sign,11392
waste pickers,waste picker,11393
wasting,wasting,11394
water,water,11395
water intake,water intake,11396
water maze,water maze,11397
water/fat imaging,water/fat imaging,11398
water-holding capacity,water-holding capacity,11399
wave reflection,wave reflection,11400
wealth,wealth,11401
weaning,weaning,11402
wearable sensors,wearable sensor,11403
wear-time,wear-time,11404
weather,weather,11405
website,website,11406
weekdays,weekday,11407
weekend,weekend,11408
weekly weight rhythm,weekly weight rhythm,11409
weighing,weighing,11410
weight,weight,11411
weight acceptance,weight acceptance,11412
weight bias,weight bias,11413
weight bias internalization,weight bias internalization,11414
weight change,weight change,11415
weight concern,weight concern,11416
weight concerns,weight concern,11416
weight control,weight control,11417
weight control behavior,weight control behavior,11418
weight control behaviors,weight control behavior,11418
weight controllability beliefs,weight controllability belief,11419
weight cycling,weight cycling,11420
weight dissatisfaction,weight dissatisfaction,11421
weight feedback,weight feedback,11422
weight fluctuation,weight fluctuation,11423
weight framing,weight framing,11424
weight gain,weight gain,11425
weight gain and loss,weight gain and loss,11426
weight gain prevention,weight gain prevention,11427
weight gain program,weight gain program,11428
weight history,weight history,11429
weight importance,weight importance,11430
weight loss,weight loss,11431
weight loss compound,weight loss compound,11432
weight loss diet,weight loss diet,11433
weight loss drugs,weight loss drug,11434
weight loss expectations,weight loss expectation,11435
weight loss failure,weight loss failure,11436
weight loss goals,weight loss goal,11437
weight loss intervention,weight loss intervention,11438
weight loss maintenance,weight loss maintenance,11439
weight loss medication,weight loss medication,11440
weight loss outcome,weight loss outcome,11441
weight loss program,weight loss program,11442
weight loss resistance,weight loss resistance,11443
weight loss surgery,weight loss surgery,11444
weight loss therapy,weight loss therapy,11445
weight loss treatment,weight loss treatment,11446
weight loss walking economy,weight loss walking economy,11447
weight maintenance,weight maintenance,11448
weight management,weight management,11449
weight management program,weight management program,11450
weight misperception,weight misperception,11451
weight outcomes,weight outcomes,11452
weight perception,weight perception,11453
weight reducing,weight reducing,11454
weight reduction,weight reduction,11455
weight reduction strategy,weight reduction strategy,11456
weight reduction surgery,weight reduction surgery,11457
weight regain,weight regain,11458
weight regulation,weight regulation,11459
weight retention,weight retention,11460
weight salience,weight salience,11461
weight satisfaction,weight satisfaction,11462
weight self-efficacy,weight self-efficacy,11463
weight status,weight status,11464
weight stigma,weight stigma,11465
weight tracking,weight tracking,11466
weight training,weight training,11467
weight watchers,weight watcher,11468
weighted linear regression,weighted linear regression,11469
weight-loss behavior,weight-loss behavior,11470
weight-loss intention,weight-loss intention,11471
weight-loss medications,weight-loss medication,11472
weight-loss success,weight-loss success,11473
weight-loss supplements,weight-loss supplement,11474
weight-reducing diet,weight-reducing diet,11475
weight-related abuse,weight-related abuse,11476
weight-related discrimination,weight-related discrimination,11477
weight-related teasing,weight-related teasing,11478
weigrowth hormonet,weigrowth hormonet,11479
weigrowth hormonet bioelect scanrical impedance analysis analysiss,weigrowth hormonet bioelect scanrical impedance analysis analysiss,11480
weigrowth hormonet change,weigrowth hormonet change,11481
weigrowth hormonet gain,weigrowth hormonet gain,11482
weigrowth hormonet loss,weigrowth hormonet loss,11483
weigrowth hormonet loss surgery,weigrowth hormonet loss surgery,11484
weigrowth hormonet loss treatment,weigrowth hormonet loss treatment,11485
weigrowth hormonet maintenance,weigrowth hormonet maintenance,11486
weigrowth hormonet management,weigrowth hormonet management,11487
weigrowth hormonet reduct scanion,weigrowth hormonet reduct scanion,11488
weigrowth hormonet regain,weigrowth hormonet regain,11489
weigrowth hormonet status,weigrowth hormonet status,11490
weigrowth hormonet-loss maintenance,weigrowth hormonet-loss maintenance,11491
weigrowth hormonet-loss surgery,weigrowth hormonet-loss surgery,11492
wellbeing,well-being,11493
well-being,well-being,11493
wellness,well-being,11493
wernicke encephalopathy,wernicke encephalopathy,11494
west africa,west africa,11495
west africans,west african,11496
west azerbaijan,west azerbaijan,11497
western blot,western blot,11498
western china,western china,11499
western diet,western diet,11500
western pattern,western pattern,11501
westernization,westernization,11502
western-style diet,western-style diet,11503
wheat bran,wheat bran,11504
wheat roti,wheat roti,11505
wheat sprout,wheat sprout,11506
wheel running,wheel running,11507
wheeze,wheeze,11508
wheezing,wheezing,11509
whey,whey,11510
whey protein,whey protein,11511
whey protein concentrate,whey protein concentrate,11512
whiplash injuries,whiplash injuries,11513
white,white,11514
white adipose tissue,white adipose tissue,11515
white blood cell,white blood cell,11516
white blood cells,white blood cell,11516
white blood cell count,white blood cell count,11517
white coat hypertension,white coat hypertension,11518
white fat,white fat,11519
white matter,white matter,11520
white rice,white rice,11521
whiteness,whiteness,11522
whites,whites,11523
who,who,11524
who step wise,who step wise,11525
who sugar guideline,who sugar guideline,11526
whole foods,whole food,11527
whole grain,whole grain,11528
whole grains,whole grain,11528
whole organ mri score,whole organ magnetic resonance imaging score,11529
whole-body vibration,whole-body vibration,11530
whole-grain bread,whole-grain bread,11531
whole-grain foods,whole-grain food,11532
whole-of-society,whole-of-society,11533
whoqol-bref,whoqol-bref,11534
who-world health organization,who-world health organization,11535
wic,wic,11536
wild vegetable,wild vegetable,11537
williams-beuren syndrome,williams-beuren syndrome,11538
willingness to pay,willingness to pay,11539
wistar,wistar,11540
wistar rats,wistar rat,11541
withania somnifera,withania somnifera,11542
withdrawal,withdrawal,11543
within-mz-twins estimators,within-mz-twins estimator,11544
wnt10b,wnt 10b,11545
wnt/-catenin,wnt catenin,11546
wnt/-catenin pathway,wnt catenin pathway,11547
wnt,wnt signaling,11548
wnt signaling,wnt signaling,11548
wnt signalling,wnt signalling,11549
woman,women,11550
women,women,11550
women health,women health,11551
wood ear mushroom,wood ear mushroom,11552
work,work,11553
work ability,work ability,11554
work histories,work history,11555
work of breathing,work of breathing,11556
work productivity,work productivity,11557
work stress,work stress,11558
worker,worker,11559
workforce,workforce,11560
working conditions,working condition,11561
working hours,working hours,11562
working memory,working memory,11563
working population,working population,11564
work-life stress,work-life stress,11565
workplace,workplace,11566
workplace health promotion,workplace health promotion,11567
workplace interventions,workplace interventions,11568
work-related stress,work-related stress,11569
worksite,worksite,11570
worksite intervention,worksite intervention,11571
worksite weight loss intervention,worksite weight loss intervention,11572
workstation,workstation,11573
world region,world region,11574
world sports power,world sports power,11575
wound,wound,11576
wounds,wound,11576
wounds and injuries,wound and injury,11577
wound complication,wound complication,11578
wound complications,wound complication,11578
wound dehiscence,wound dehiscence,11579
wound healing,wound healing,11580
wound infection,wound infection,11581
wtc,wtc,11582
x chromosome,x chromosome,11583
xanthigen,xanthigen,11584
xanthine oxidase,xanthine oxidase,11585
xanthine oxidoreductase,xanthine oxidoreductase,11586
xanthohumol,xanthohumol,11587
xanthones,xanthones,11588
