S,D,art_year,art_id
control of breathing,sleep,1996,103420
ambulatory blood pressure,autonomic dysfunction,1996,102872
muscle fatigue,upper airway dilator muscle,1996,103112
nasal pressure,pharyngeal pressure,1996,103053
ambulatory blood pressure,cardiac failure,1996,102872
hyoid myotomy and suspension,velopharyngeal insufficiency,1996,103035
piglets,sleep,1996,103629
surgery,upper airway patency,1996,102857
cardiovascular disease,observed apneas,1996,103036
sleep disorders,weight loss,1996,103379
nasal continuous positive airway pressure,obstructive sleep apnoea syndrome,1996,103008
co laser,uvulopalatopharyngoplasty,1996,102906
compliance,nasal continuous positive airway pressure,1996,103008
uvula,uvulopalatopharyngoplasty,1996,103162
polysomnography,sleep disorders,1996,103337
compliance,nasal cpap,1996,102898
sleepdisordered breathing,upper airway muscles,1996,103148
adolescence,vocational activities,1996,102945
adolescent,apnea,1996,103320
children,sleepwakefulness classification,1996,103321
obstructive sleep apnea syndrome,pharyngeal pressure,1996,103053
breathing,sleep states,1996,103314
sleep apneas,spontaneous apneas,1996,103172
central alveolar hypoventilation syndrome,polysommnography,1996,103004
blood pressure,sleep apnea syndromes,1996,102893
pleural pressure,upper airway mechanoreceptors,1996,97321
insomnia,snoring,1996,103351
peripheral chemoreceptors,rats,1996,103363
phrenic nerve,respiratory muscle,1996,103562
actigraphics,sleep,1996,102999
adenoids,velopharyngeal insufficiency,1996,103411
depression,population,1996,103612
snoring,uvula,1996,103160
nortriptyline,sleep,1996,97341
heart defects,lungs,1996,103360
jaw position,obstructive sleep apnea,1996,103099
aspiration,coughing,1996,103592
tonsils,videofluoroscopy,1996,103411
obstructive sleep apnoea,pathophysiology,1996,103565
sleep,vocal cord paralysis,1996,103313
respiratory frequency,sleep states,1996,103314
obesity,tonsillectomy,1996,103337
hypoxaemia,nasal continuous positive airway pressure,1996,103079
obstructive sleep apnoea,tracheostomy,1996,103134
apnea of prematurity,pharmacokinetics,1996,103167
sleep,sleep disordered breathing,1996,102952
charcotmarietooth disease,sleep associated respiratory disorder,1996,103562
continuous positive airway pressure,velopharyngeal,1996,103120
sleepdisordered breathing,ventilation,1996,103148
anesthetics,intravenous propofol,1996,103372
pharmacokinetics,small for gestational age,1996,103167
continuous positive airway pressure,obstructive sleep apnea,1996,103608
diagnostic accuracy,tracheal sound,1996,103572
natural history,sleepdisordered breathing,1996,103109
sleepdisordered breathing,upper airway resistance,1996,103143
arteries,femoral,1996,102859
apnea,sleep,1996,103319
polysomnography,pulse transit time,1996,102900
sleep,ventilation,1996,102944
electrical stimulation,upper,1996,103115
obstructive sleep apnea,pharyngeal dilator muscles,1996,103586
atracurium,complications,1996,102859
obesity,sleep disordered breathing,1996,103156
hypoxemia,obstructive sleep apnea syndrome,1996,103107
obstructive sleep apnea,polysomnography,1996,102916
nocturnal polysomnography,sleep nasendoscopy,1996,102918
chest circumference,respiratory complications,1996,103345
daytime sleepiness,population,1996,103612
obstructive sleep apnea,snoring,1996,103154
hypocapnia,ventilation,1996,103371
palate,snoring,1996,103160
mammals,sleep,1996,103371
digital fluoroscopy,staticchargesensitive bed,1996,103594
snoring,static charge sensitive bed,1996,103567
laserassisted uvulopalatoplasty,obstructive sleep apnea syndrome,1996,103053
hypertension,ncpaptherapy,1996,102869
apnea,smallforgestational age,1996,103314
morning alertness,obstructive sleep apnea syndrome,1996,102856
sleep apnea syndrome,ventricular late potentials,1996,102848
central apnea,ventilation,1996,103371
electromyography,isolated upper airway,1996,97338
arousal,upper airway mechanoreceptors,1996,102917
morbid obesity,respiratory insufficiency,1996,102930
nasal intermittent positive pressure ventilation,pulmonary function,1996,103000
polysommnography,ventilatory response,1996,103004
eeg topography,oximetry,1996,103126
charcotmarietooth disease,hereditary motor and sensory neuropathy type i,1996,103562
accidents,complications,1996,102859
sleep,sudden infant death hypoxia,1996,103629
adolescence,down syndrome,1996,102945
snoring,weight loss,1996,102876
sleepdisordered breathing,stimulants,1996,102925
hypoxaemia,ventricular dysfunction,1996,103135
measurement techniques magnetic resonance imaging,ventilation nasal continuous positive airway pressure,1996,103372
local anesthesia,uvulopalatopharyngoplasty,1996,103340
mechanical,ventilation,1996,103371
apnea,sleep,1996,103320
anesthetics,measurement techniques magnetic resonance imaging,1996,103372
hypertension,obesity,1996,103156
hypoxemia,sleep apnea syndromes,1996,97325
shydrager syndrome,sleep apnoea syndromes,1996,103078
bulldog,muscle overuse syndrome,1996,103576
monitoring,snoring,1996,103288
cardiac failure,parkinson disease,1996,102872
diagnostic accuracy,sleep apnea syndrome,1996,103572
coronary bypass surgery,sleep apnoea,1996,103042
home ventilation,nasal intermittent positive pressure ventilation,1996,103000
observed apneas,snoring,1996,103036
central alveolar hypoventilation,ondine curse,1996,103161
nocturnal hypoxemia,sleep apnea,1996,103316
acoustic analysis,obstructive sleep apnoea,1996,103006
nasal cpap,oral appliances,1996,103123
coughing,wakefulness,1996,103592
snoring,surgery,1996,103165
antihypertensives,obesity,1996,103156
periodic leg movement syndrome,sleep apnea,1996,103391
pharyngeal and esophageal pressure measurement,sleep apnea,1996,103589
mammals,sleep,1996,103371
narcotics,obstructive sleep apnea,1996,103621
general health status,sleepiness,1996,103037
sleep,snoring,1996,103351
sleep,snoring,1996,103038
practice guidelines,uvula,1996,103162
airway dilator muscle,upper,1996,103115
sleep disorders,surgery,1996,103165
esophageal tube,sleep apnea,1996,103589
hypoxia,neuropsychological function,1996,102856
obstructive sleep apnea syndrome,pharynx,1996,103050
continuous positive airway pressure,oral appliances,1996,102857
polysomnography,sleep apnea,1996,103619
apnea,hiccup frequency,1996,103128
altitude,sleep,1996,103420
activities of daily living,stroke outcome,1996,103370
obstructive sleep apnea,sympathetic nervous system,1996,103382
children,pulse oximetry,1996,103367
insomnia,sleep latency,1996,103166
pharynx,polysomnography,1996,103162
benzodiazepine antagonist,flumazenil,1996,103564
gastric bypass surgery,obstructive sleep apnea syndrome,1996,103140
obstructive sleep apnea,polysomnography,1996,103621
arousal,sleep,1996,103098
coronary artery disease,sleep apnea syndrome,1996,103580
pulmonary hypertension,ventricular dysfunction,1996,103135
cephalometry,respiratory control,1996,103082
nocturnal polysomnography,screening,1996,103618
prosthetic mandibular advancement,very low frequency component,1996,103602
children,polysomnography,1996,103621
endorphins,upper airway dilators,1996,103591
control of breathing,mammals,1996,103420
expiration reflex,sleep,1996,103592
respiratory effort,sleepiness,1996,103318
continuous positive airway pressure,upper airways obstruction,1996,103050
body mass index,upper airway imaging,1996,103565
electrical stimulation,styloglossus,1996,97329
oxygen monitoring,sleep studies,1996,103367
automobile accidents,performance,1996,102885
chronic respiratory insufficiency,nasal mask,1996,103068
apnea,epilepsy,1996,103064
simulated,sleep,1996,103420
blood pressure,body mass index,1996,103156
pharynx,sleep apnea,1996,97323
mueller maneuver,sleep apnea,1996,103082
age,pathophysiology,1996,103565
mandibular setback,obstructive sleep apnea,1996,103054
airway tube,nocturnal,1996,103045
apnea,ventilation,1996,103148
cyanotic attacks,esophageal atresia,1996,102948
hypoxia,sudden infant death,1996,103629
apneahypopnea index,obstructive sleep apnea,1996,103100
meta analysis,surgery,1996,103162
adenoids,nasendoscopy,1996,103411
headache,static charge sensitive bed,1996,103044
cor pulmonale,pulmonary,1996,103360
hyperthyroidism,hypothyroidism,1996,102870
complications,femoral,1996,102859
eucarbia,sleep apnea syndromes,1996,97325
benzodiazepine antagonist,obstructive sleep apnoea,1996,103564
dental appliances,upper airway,1996,102845
airway management,pierre robin sequence,1996,103025
obstructive sleep apnea,sleep deprivation,1996,103317
acoustic analysis,snore,1996,103006
population,snoring,1996,103612
autonomic nervous system,autonomic stress tests,1996,103041
demyelination,medulla oblongata,1996,103336
mandibular setback,sleeprelated breathing disorders,1996,103054
narcotics,tonsillectomy,1996,103621
arousals,sleep apnea,1996,103327
baroreceptors,hypercapnia,1996,103023
respiratory control,sleep apnea,1996,103082
esophageal atresia,gastroesophageal reflux,1996,102948
acoustic analysis,timbre,1996,103059
cpap titration,selftitrating cpap,1996,103590
coronary afterdisease,obstructive steep apnoea,1996,103011
auditory evokedrelated potentials,obstructive sleep apnea syndrome,1996,103390
gastric bypass surgery,right ventricular function,1996,103140
driving performance,sleep apnoae,1996,103132
nasal pressure,obstructive sleep apnea syndrome,1996,103053
hypercapnia,hyperoxia,1996,103114
hour blood pressure,obstructive sleep apnea,1996,103605
mr imaging,pharynx,1996,97320
mortality,natural history,1996,103109
electrical stimulation,obstructive,1996,103115
elderly,sleepdisordered breathing,1996,103109
computed tomography,sleep studies,1996,103075
blood pressure,polysomnography,1996,102900
epilepsy,obstructive sleep apnoea,1996,98807
catecholamines,sleep apnoea,1996,103131
epidemiology,snoring,1996,102858
chronic hypercapnia,pulmonary hemodynamics,1996,102905
morbid obesity,obesity hypoventilation syndrome,1996,102930
betablocker,sleep apnea syndrome,1996,103580
polysomnography,sleep apnoeahypopnoea syndrome,1996,103012
palate,soft,1996,103160
adenotonsillar hypertrophy,snoring,1996,103039
myasthenia gravis,remsleep,1996,103631
snoring,vocal fold paralysis,1996,103078
autonomic nervous system,hypoxemia,1996,103107
sleeping position,stimulants,1996,102925
acoustic analysis,uvulopalatopharyngoplasty,1996,103059
congenital central hypoventilation syndrome,siblings,1996,103033
pediatric intensive care unit,surgery,1996,103621
human skeletal muscle,muscle fatigue,1996,103112
aqueous flow,sleep apnea,1996,103312
respiration,snoring,1996,103567
children,surgery,1996,103621
caudal,ischaemia,1996,102859
arousal,cerebral blood flow velocity,1996,102895
achondroplasia,chest circumference,1996,103345
mandibular advancement,sleep apnea syndrome,1996,102883
aldosterone,obstructive sleep apnoea,1996,102996
complications,regional epidural,1996,102859
nasal mask,noninvasive ventilation,1996,103068
nasendoscopy,velopharyngeal valve,1996,103411
hypertension,pulmonary,1996,103360
polysomnography,tonsillectomy,1996,103162
maturation,vocational activities,1996,98656
congenital central hypoventilation syndrome,mutation detection,1996,98660
atracurium,regional epidural,1996,102859
hyperthyroidism,obstructive sleep apnea,1996,102870
obstructive sleep apnea,septal deviation,1996,103015
asthma,pulse oximeter,1996,102916
paradoxical movement,vocal cord paralysis,1996,103313
rat,upper airway,1996,103369
seizures,sleep disorders,1996,103064
multiple system atrophy,sleep,1996,103313
pharynx,polysomnography,1996,97320
pharmacological treatment,upper airway resistance syndrome,1996,102876
pharynx,sleep studies,1996,97331
hypotension,parkinson disease,1996,102872
blood pressure measurement,rem sleep nonrem sleep,1996,102889
fluorophotometry,sleep deprivation,1996,103312
clinical features,obstructive sleep apnoea,1996,103386
pulmonary veins,vasoconstriction,1996,103360
hypertension,lungs,1996,103360
airway,practice guidelines,1996,103162
obstructive sleep apnoea,validation study,1996,103069
hexamethonium,nonrapideyemovement sleep,1996,103341
continuous positive airway pressure,snoring,1996,103119
apnea,development,1996,103320
perceived health,self report,1996,103351
polysomnography,sleep apnea syndromes,1996,103162
respiratory sounds,sleep apnea,1996,102908
morbid obesity,obstructive sleep apnea syndrome,1996,103140
metaanalysis,upper airway resistance syndrome,1996,102868
laseruvulopalatoplasty,sleep apnea,1996,103340
fetal outcome,pregnancy,1996,103154
articulation,uvulopalatopharyngoplasty,1996,103059
central alveolar hypoventilation syndrome,megadolichovertebrobasilar anomaly,1996,103004
anesthesia arterial blood pressure,upper airway obstruction,1996,103419
anaesthetic techniques,neuromuscular relaxants,1996,102859
hypoxia,obstructive sleep apnea syndrome,1996,102856
nocturnal hypoventilation,noninvasive ventilation,1996,102886
diagnosis,primary care,1996,103356
adolescence,education,1996,102945
tonsils,waldeyer ring,1996,103411
pierre robin sequence,velopharyngeal dysfunction,1996,103120
airway obstruction,pressure examination,1996,102931
meta analysis,practice guidelines,1996,103162
electromyography,obstructive sleep apnea,1996,103145
multiple pregnancy,oxygenation,1996,103105
continuous positive airway pressure,diffuse idiopathic skeletal hyperostosis,1996,103134
co laser,combined co and ndyag laser,1996,102906
gastroesophageal reflux,obstructive apnea,1996,102948
nonrapideyemovement sleep,sympathetic nervous system,1996,103144
arteries,complications,1996,102859
continuous positive airway pressure,respiratory effort,1996,103608
tonsillectomy,uvula,1996,103162
choanal atresia,congenital micrognathia,1996,103070
pharynx,upper airway mechanoreceptors,1996,102917
maxillary constriction,nasal airway resistance,1996,102998
treatment,weight loss,1996,103164
control of breathing,ventilation,1996,103371
hereditary motor and sensory neuropathy type i,respiratory muscle,1996,103562
credentialing,uvulopalatopharyngoplasty,1996,102880
continuous positive airway pressure,upper airway oedema,1996,103134
contraction,diaphragm muscle,1996,103040
sleep apnoea,uvulopalatopharyngoplasty,1996,102906
daytime sleepiness,movement,1996,103074
snoring,uvulopalatopharyngoplasty,1996,103340
catecholamines,stress,1996,103311
hexamethonium,nonrapideyemovement sleep,1996,97342
noninvasive ventilation,sleep,1996,103068
autoset,screening test,1996,103587
cerebral blood flow velocity,transcranial doppler ultrasonography,1996,102895
